URL,Bradcrumb,Keyword,Quote,Author,Rating
http://en.thinkexist.com/quotes/with/keyword/azariah/1.html,Quotes with keywords > A > AZ,Azariah,"And my God put into mine heart to gather together the nobles, and the rulers, and the people, that they might be reckoned by genealogy. And I found a register of the genealogy of them which came up at the first, and found written therein, / These are the children of the province, that went up out of the captivity, of those that had been carried away, whom Nebuchadnezzar the king of Babylon had carried away, and came again to Jerusalem and to Judah, every one unto his city; / Who came with Zerubbabel, Jeshua, Nehemiah, Azariah, Raamiah, Nahamani, Mordecai, Bilshan, Mispereth, Bigvai, Nehum, Baanah. The number, I say, of the men of the people of Israel was this; / The children of Parosh, two thousand an hundred seventy and two.&rdquo;",Bible quotes,2
http://en.thinkexist.com/quotes/with/keyword/azariah/1.html,Quotes with keywords > A > AZ,Azariah,"Now after these things, in the reign of Artaxerxes king of Persia, Ezra the son of Seraiah, the son of Azariah, the son of Hilkiah, / The son of Shallum, the son of Zadok, the son of Ahitub, / The son of Amariah, the son of Azariah, the son of Meraioth, / The son of Zerahiah, the son of Uzzi, the son of Bukki, / The son of Abishua, the son of Phinehas, the son of Eleazar, the son of Aaron the chief priest: / This Ezra went up from Babylon; and he was a ready scribe in the law of Moses, which the LORD God of Israel had given: and the king granted him all his request, according to the hand of the LORD his God upon him.&rdquo;",Bible quotes,0
http://en.thinkexist.com/quotes/with/keyword/azariah/1.html,Quotes with keywords > A > AZ,Azariah,"And the rest of the acts of Azariah, and all that he did, are they not written in the book of the chronicles of the kings of Judah? / So Azariah slept with his fathers; and they buried him with his fathers in the city of David: and Jotham his son reigned in his stead.&rdquo;",Bible quotes,0
http://en.thinkexist.com/quotes/with/keyword/azariah/1.html,Quotes with keywords > A > AZ,Azariah,"And Benaiah the son of Jehoiada was over the host: and Zadok and Abiathar were the priests: / And Azariah the son of Nathan was over the officers: and Zabud the son of Nathan was principal officer, and the king's friend: / And Ahishar was over the household: and Adoniram the son of Abda was over the tribute.&rdquo;",Bible quotes,0
http://en.thinkexist.com/quotes/with/keyword/azariah/1.html,Quotes with keywords > A > AZ,Azariah,"Eleazar begat Phinehas, Phinehas begat Abishua, / And Abishua begat Bukki, and Bukki begat Uzzi, / And Uzzi begat Zerahiah, and Zerahiah begat Meraioth, / Meraioth begat Amariah, and Amariah begat Ahitub, / And Ahitub begat Zadok, and Zadok begat Ahimaaz, / And Ahimaaz begat Azariah, and Azariah begat Johanan, / And Johanan begat Azariah, (he it is that executed the priest's office in the temple that Solomon built in Jerusalem:) / And Azariah begat Amariah, and Amariah begat Ahitub, / And Ahitub begat Zadok, and Zadok begat Shallum, / And Shallum begat Hilkiah, and Hilkiah begat Azariah, / And Azariah begat Seraiah, and Seraiah begat Jehozadak, / And Jehozadak went into captivity, when the LORD carried away Judah and Jerusalem by the hand of Nebuchadnezzar.&rdquo;",Bible quotes,0
http://en.thinkexist.com/quotes/with/keyword/azariah/1.html,Quotes with keywords > A > AZ,Azariah,"And Solomon's son was Rehoboam, Abia his son, Asa his son, Jehoshaphat his son, / Joram his son, Ahaziah his son, Joash his son, / Amaziah his son, Azariah his son, Jotham his son, / Ahaz his son, Hezekiah his son, Manasseh his son, / Amon his son, Josiah his son.&rdquo;",Bible quotes,0
http://en.thinkexist.com/quotes/with/keyword/azariah/1.html,Quotes with keywords > A > AZ,Azariah,"Now those that sealed were, Nehemiah, the Tirshatha, the son of Hachaliah, and Zidkijah, / Seraiah, Azariah, Jeremiah, / Pashur, Amariah, Malchijah, / Hattush, Shebaniah, Malluch, / Harim, Meremoth, Obadiah, / Daniel, Ginnethon, Baruch, / Meshullam, Abijah, Mijamin, / Maaziah, Bilgai, Shemaiah: these were the priests.&rdquo;",Bible quotes,0
http://en.thinkexist.com/quotes/with/keyword/azariah/1.html,Quotes with keywords > A > AZ,Azariah,"Then certain of the heads of the children of Ephraim, Azariah the son of Johanan, Berechiah the son of Meshillemoth, and Jehizkiah the son of Shallum, and Amasa the son of Hadlai, stood up against them that came from the war, / And said unto them, Ye shall not bring in the captives hither: for whereas we have offended against the LORD already, ye intend to add more to our sins and to our trespass: for our trespass is great, and there is fierce wrath against Israel.&rdquo;",Bible quotes,0
http://en.thinkexist.com/quotes/with/keyword/azariah/1.html,Quotes with keywords > A > AZ,Azariah,"And all the people of Judah took Azariah, which was sixteen years old, and made him king instead of his father Amaziah.&rdquo;",Bible quotes,0
http://en.thinkexist.com/quotes/with/keyword/azariah/1.html,Quotes with keywords > A > AZ,Azariah,"Then I brought up the princes of Judah upon the wall, and appointed two great companies of them that gave thanks, whereof one went on the right hand upon the wall toward the dung gate: / And after them went Hoshaiah, and half of the princes of Judah, / And Azariah, Ezra, and Meshullam, / Judah, and Benjamin, and Shemaiah, and Jeremiah, / And certain of the priests' sons with trumpets; namely, Zechariah the son of Jonathan, the son of Shemaiah, the son of Mattaniah, the son of Michaiah, the son of Zaccur, the son of Asaph: / And his brethren, Shemaiah, and Azarael, Milalai, Gilalai, Maai, Nethaneel, and Judah, Hanani, with the musical instruments of David the man of God, and Ezra the scribe before them.&rdquo;",Bible quotes,0
