User ID,User name,User influence,Tweet text,Tweet ID,Posting date,Retweets,Hash tags,Mentions,Links
nitishmurthy,Nitish Murthy,,"@SrBachchan Sire, what say you about this?  ",http://twitter.com/nitishmurthy/status/358164748455522305,2013-07-19,0,,@SrBachchan,https://t.co/btlKkCr3Xt
nysa1812,karima lamki,,@SrBachchan A woman is not a commodity or a toy of amusement but a real partner to man who has rights of her (cont)  ,http://twitter.com/nysa1812/status/356487051136335873,2013-07-14,0,,@SrBachchan,http://t.co/CzLYqyKoOV
bollyhungama,Bollywood Hungama,Influential,. @SrBachchan shoots for Kalyan Jewelers ad with South stars ,http://twitter.com/bollyhungama/status/357469205429354496,2013-07-17,5,,@SrBachchan,
srbachchan,Amitabh Bachchan,Highly Influential,"T 1173 -The first promo of this season's #KBC... ""Wedding Planner"" ..   .. ",http://twitter.com/srbachchan/status/357393730069729281,2013-07-17,268,#KBC,,http://t.co/JQevOADuUq
movietalkies,MovieTalkies.com,,@SrBachchan at #Pran's Funeral   ,http://twitter.com/movietalkies/status/356004851886465024,2013-07-13,0,#Pran,@SrBachchan,http://t.co/fUIkqwT7Vk
brisha_15,ABJB Devotee,,@srbachchan God ur pic on my bedroom door u r atra tatra sarvatra for me   ,http://twitter.com/brisha_15/status/356493116305453057,2013-07-14,0,,@srbachchan,http://t.co/Kl1OAcSL0t
shailav_,Shailav,Influential,"Big B, @SrBachchan SRK @iamsrk to meet in Chennai ",http://twitter.com/shailav_/status/357019692302467074,2013-07-15,0,,"@SrBachchan,@iamsrk",
movietalkies,MovieTalkies.com,,@SrBachchan At #Pran's Prayer Meet   ,http://twitter.com/movietalkies/status/357068945628467201,2013-07-16,0,#Pran,@SrBachchan,"http://t.co/rT1zCpn7yV,http://t.co/fipJi7BqmM"
movietalkies,MovieTalkies.com,,@SrBachchan Feels It's Tough to Be An Actor Today  ,http://twitter.com/movietalkies/status/357796085370077184,2013-07-18,0,,@SrBachchan,http://t.co/JUgYPrSI7S
brisha_15,ABJB Devotee,,@srbachchan My God N Goddess  ,http://twitter.com/brisha_15/status/356848743833796608,2013-07-15,0,,@srbachchan,
iamek211,♥ SRK-ELLEN ♥,,@SrBachchan So cool this photo ♥♥♥♥♥♥  ,http://twitter.com/iamek211/status/356856251080130561,2013-07-15,0,,@SrBachchan,http://t.co/gfndgrD13u
e24bollynews,E24,,@SrBachchan Praises Flawless New Talent Read Full Story   ,http://twitter.com/e24bollynews/status/358103994301808642,2013-07-18,0,,@SrBachchan,http://t.co/Amo6KQUjW2
thisisishtar,Ishtar J S.,,I remember this from #AmarAkbarAnthony from childhood. always the baritone.1 of my fave @srbachchan scenes  ,http://twitter.com/thisisishtar/status/357017766944980992,2013-07-15,7,#AmarAkbarAnthony,@srbachchan,http://t.co/ADi4SNXDs7
hindifilmnews1,Hindi Film News,,"Kalyan Jewellers ad shoot in Mumbai, @themanjuwarrier with @SrBachchan! Two powerhouse talents ",http://twitter.com/hindifilmnews1/status/357079202870222848,2013-07-16,0,,"@themanjuwarrier,@SrBachchan",
nmandalatravels,Nepal MandalaTravels,,"#Bollywood has become very competitive, says Amitabh Bachchan  @SrBachchan  ",http://twitter.com/nmandalatravels/status/357771912115527680,2013-07-18,5,#Bollywood,@SrBachchan,"http://t.co/qa5kWPPfW1,http://t.co/Ts26auqvQl"
ranbir_luver,iAdmireaishdeepika,,#Aishwarya with @SrBachchan & Rekha ji  ,http://twitter.com/ranbir_luver/status/356818728178028545,2013-07-15,6,#Aishwarya,@SrBachchan,http://t.co/7gGska7CAC
e24bollynews,E24,,@SrBachchan And @iamsrk Invited For Centenary Celebrations Read Full Story    ,http://twitter.com/e24bollynews/status/356701660577415168,2013-07-15,0,,"@SrBachchan,@iamsrk",http://t.co/wmQW0tTJuW
divyasolgama,Divya Solgama,,"@SrBachchan 'Whenever u shall witness a terror attack in our country, u shall wish for #DDay turning into a reality.'  ",http://twitter.com/divyasolgama/status/357956969476263936,2013-07-18,0,#DDay,@SrBachchan,http://t.co/J8RVnYz3ZR
thisisishtar,Ishtar J S.,,"@SrBachchan sir, I really wanted to share with you something I wrote about the EF...if you get the chance to (cont)  ",http://twitter.com/thisisishtar/status/356134052203479041,2013-07-13,0,,@SrBachchan,http://t.co/FYtlI22es1
mosessapir,Moses Sapir,,@SrBachchan gabbar singh joke  ,http://twitter.com/mosessapir/status/356850852931186688,2013-07-15,0,,@SrBachchan,
movietalkies,MovieTalkies.com,,@SrBachchan At @SubhashGhai1's Whistling Wood International's 6th Annual Convocation Ceremony   ,http://twitter.com/movietalkies/status/357769823071125504,2013-07-18,0,,"@SrBachchan,@SubhashGhai1","http://t.co/0LstIMd3DV,http://t.co/WjUtqdx9Du"
thisisishtar,Ishtar J S.,,@SrBachchan I screencapped the magical moment sirji & I believe my lock screen is appropriate...=))  ,http://twitter.com/thisisishtar/status/356147705128558593,2013-07-13,0,,@SrBachchan,http://t.co/VIJZqkawRK
thisisishtar,Ishtar J S.,,@SrBachchan this is beautiful sir! VERY touching! #KalyanJewellers  ,http://twitter.com/thisisishtar/status/358116768423739393,2013-07-18,80,#KalyanJewellers,@SrBachchan,http://t.co/3vc1m936VM
mosessapir,Moses Sapir,,Amitabh Bachchan at the special screening of 'D-Day' @SrBachchan  ,http://twitter.com/mosessapir/status/358096146108915715,2013-07-18,0,,@SrBachchan,http://t.co/dRbS07Yk4d
divyasolgama,Divya Solgama,,"@SrBachchan 'Whenever u shall witness a terror attack in our country, u shall wish for #DDay turning into a reality.'  ",http://twitter.com/divyasolgama/status/357956969476263936,2013-07-18,0,#DDay,@SrBachchan,http://t.co/J8RVnYz3ZR
thisisishtar,Ishtar J S.,,"@SrBachchan sir, I really wanted to share with you something I wrote about the EF...if you get the chance to (cont)  ",http://twitter.com/thisisishtar/status/356134052203479041,2013-07-13,0,,@SrBachchan,http://t.co/FYtlI22es1
mosessapir,Moses Sapir,,@SrBachchan gabbar singh joke  ,http://twitter.com/mosessapir/status/356850852931186688,2013-07-15,0,,@SrBachchan,
movietalkies,MovieTalkies.com,,@SrBachchan At @SubhashGhai1's Whistling Wood International's 6th Annual Convocation Ceremony   ,http://twitter.com/movietalkies/status/357769823071125504,2013-07-18,0,,"@SrBachchan,@SubhashGhai1","http://t.co/0LstIMd3DV,http://t.co/WjUtqdx9Du"
thisisishtar,Ishtar J S.,,@SrBachchan I screencapped the magical moment sirji & I believe my lock screen is appropriate...=))  ,http://twitter.com/thisisishtar/status/356147705128558593,2013-07-13,0,,@SrBachchan,http://t.co/VIJZqkawRK
thisisishtar,Ishtar J S.,,@SrBachchan this is beautiful sir! VERY touching! #KalyanJewellers  ,http://twitter.com/thisisishtar/status/358116768423739393,2013-07-18,80,#KalyanJewellers,@SrBachchan,http://t.co/3vc1m936VM
mosessapir,Moses Sapir,,Amitabh Bachchan at the special screening of 'D-Day' @SrBachchan  ,http://twitter.com/mosessapir/status/358096146108915715,2013-07-18,0,,@SrBachchan,http://t.co/dRbS07Yk4d
movietalkies,MovieTalkies.com,,@SrBachchan: 'Pran Saheb leaves behind an immense legacy' #quote  ,http://twitter.com/movietalkies/status/356002821151260672,2013-07-13,0,#quote,@SrBachchan,http://t.co/iBOthNfGL2
nitishmurthy,Nitish Murthy,,"@VikasAgarwalll Yo bro, @SrBachchan means this @ connect (mentions) as visible on Twitter web :  ",http://twitter.com/nitishmurthy/status/356494475398361088,2013-07-14,0,,"@VikasAgarwalll,@SrBachchan",http://t.co/GWRGj1fH7C
movietalkies,MovieTalkies.com,,@SrBachchan: 'I am least deserving of it (The Maestro Award)'  #Quote  ,http://twitter.com/movietalkies/status/358475057070227456,2013-07-20,0,#Quote,@SrBachchan,http://t.co/9HsUSRJvWW
movietalkies,MovieTalkies.com,,Why is #Bollywood Megastar @SrBachchan sad ,http://twitter.com/movietalkies/status/357080081199407105,2013-07-16,0,#Bollywood,@SrBachchan,
thisisishtar,Ishtar J S.,,PERFECT music for the drive back! Even my dads boppin along! @SrBachchan  ,http://twitter.com/thisisishtar/status/356305685371289601,2013-07-14,0,,@SrBachchan,http://t.co/SOXGlo5eNw
srbachchan,Amitabh Bachchan,Highly Influential,@IamSohal_Yuvian one possibility ,http://twitter.com/srbachchan/status/358281462040117248,2013-07-19,2,,@IamSohal_Yuvian,
srbachchan,Amitabh Bachchan,Highly Influential,@tunai_debaleena perhaps end of the year ... ,http://twitter.com/srbachchan/status/357609815054352384,2013-07-17,2,,@tunai_debaleena,
srbachchan,Amitabh Bachchan,Highly Influential,@ANATMAGEN I am no angel .. :))) ,http://twitter.com/srbachchan/status/356330989414387712,2013-07-14,2,,@ANATMAGEN,
srbachchan,Amitabh Bachchan,Highly Influential,@CokyCrazyByAB i am just another human .. ,http://twitter.com/srbachchan/status/356847936598052864,2013-07-15,2,,@CokyCrazyByAB,
srbachchan,Amitabh Bachchan,Highly Influential,@tunai_debaleena the first superstar ... and still ,http://twitter.com/srbachchan/status/357601997853171713,2013-07-17,2,,@tunai_debaleena,
srbachchan,Amitabh Bachchan,Highly Influential,@gsu303 end august september first week ... ,http://twitter.com/srbachchan/status/356490501114957824,2013-07-14,2,,@gsu303,
srbachchan,Amitabh Bachchan,Highly Influential,@ilanasegev35 each one of them ... their contribution has been phenomenal ... ,http://twitter.com/srbachchan/status/356488567926685697,2013-07-14,2,,@ilanasegev35,
thisisishtar,Ishtar J S.,,The greatest drunk scene in the world...and some great timing...#AmarAkbarAnthony #AmitabhBachchan @SrBachchan  ,http://twitter.com/thisisishtar/status/357379931447119872,2013-07-16,0,#AmitabhBachchan,@SrBachchan,http://t.co/YiF2IjOrZc
srbachchan,Amitabh Bachchan,Highly Influential,@iamrikib honoured and grateful ,http://twitter.com/srbachchan/status/356332207473836032,2013-07-14,2,,@iamrikib,
srbachchan,Amitabh Bachchan,Highly Influential,@poothegr8 thank you so are you ... ,http://twitter.com/srbachchan/status/356489078411243520,2013-07-14,2,,@poothegr8,
srbachchan,Amitabh Bachchan,Highly Influential,@Radhikaparihar EF : Extended Family ... ,http://twitter.com/srbachchan/status/356138366582001664,2013-07-13,2,,@Radhikaparihar,
srbachchan,Amitabh Bachchan,Highly Influential,@ilanasegev35 i just replied to you .. beautiful ,http://twitter.com/srbachchan/status/356847856876929024,2013-07-15,2,,@ilanasegev35,
srbachchan,Amitabh Bachchan,Highly Influential,@poothegr8 ok i shall ... ,http://twitter.com/srbachchan/status/356487905084047361,2013-07-14,2,,@poothegr8,
srbachchan,Amitabh Bachchan,Highly Influential,@SaharGazeran we shall miss you too ... ,http://twitter.com/srbachchan/status/356847238351294465,2013-07-15,2,,@SaharGazeran,
srbachchan,Amitabh Bachchan,Highly Influential,@ilanasegev35 as good as it was meant to be ... love ,http://twitter.com/srbachchan/status/356484067014868992,2013-07-14,2,,@ilanasegev35,
srbachchan,Amitabh Bachchan,Highly Influential,@walaalolylovely @ThisIsIshtar really meant it .. ,http://twitter.com/srbachchan/status/356138535234965505,2013-07-13,2,,"@walaalolylovely,@ThisIsIshtar",
srbachchan,Amitabh Bachchan,Highly Influential,@AbhiAsh_IndoFc love to you and all that you give to us as fans .. ,http://twitter.com/srbachchan/status/356331571424411650,2013-07-14,2,,@AbhiAsh_IndoFc,
srbachchan,Amitabh Bachchan,Highly Influential,@LUVBACHCHAN @MukherjiRatna so many replies given ,http://twitter.com/srbachchan/status/357610420548276226,2013-07-17,2,,"@LUVBACHCHAN,@MukherjiRatna",
srbachchan,Amitabh Bachchan,Highly Influential,@mahendraJC ha ha h a ... love to read them ,http://twitter.com/srbachchan/status/356486774173863936,2013-07-14,2,,@mahendraJC,
srbachchan,Amitabh Bachchan,Highly Influential,@lavishpatni07 sure why not ... just came across your name ,http://twitter.com/srbachchan/status/356490868984778753,2013-07-14,2,,@lavishpatni07,
movietalkies,MovieTalkies.com,,@SrBachchan :'Everything about #DDay is awe-inspiring' #Quote  @WaitForDDay ,http://twitter.com/movietalkies/status/358197727294795776,2013-07-19,0,"#DDay,#Quote","@SrBachchan,@WaitForDDay",http://t.co/BnYLV34STh
srbachchan,Amitabh Bachchan,Highly Influential,@punkrochelle when we debated our team won ... it was pants first ,http://twitter.com/srbachchan/status/358304551750733824,2013-07-19,2,,@punkrochelle,
srbachchan,Amitabh Bachchan,Highly Influential,@NaamHaiBoss he is a good teacher ... he taught Jaya in Film Institute .. ,http://twitter.com/srbachchan/status/356494298826555392,2013-07-14,2,,@NaamHaiBoss,
mosessapir,Moses Sapir,,"@SrBachchan Amit ji loved this pic u share Just now , zabardast  ",http://twitter.com/mosessapir/status/356484104239341568,2013-07-14,0,,@SrBachchan,http://t.co/6YU3eldjHl
srbachchan,Amitabh Bachchan,Highly Influential,@Mousumimukher13 to Soham happy birthday love and blessings .. he is so cute .. ,http://twitter.com/srbachchan/status/356488801759137793,2013-07-14,2,,@Mousumimukher13,
srbachchan,Amitabh Bachchan,Highly Influential,@RDHSir @Being__Arslan hello ... it is not the case of celebrity ... all humans are celebrities ... including you ,http://twitter.com/srbachchan/status/356137870060302336,2013-07-13,2,,"@RDHSir,@Being__Arslan",
srbachchan,Amitabh Bachchan,Highly Influential,@ilanasegev35 no ... not yet ... ask your person to deliver at Jalsa .. ,http://twitter.com/srbachchan/status/356332056269176832,2013-07-14,2,,@ilanasegev35,
srbachchan,Amitabh Bachchan,Highly Influential,@ilanasegev35 gambling will get you no where ... but this well wish will remain always ... love ,http://twitter.com/srbachchan/status/356149075449618432,2013-07-13,2,,@ilanasegev35,
mosessapir,Moses Sapir,,@iFaridoon @SrBachchan @karanjohar  ,http://twitter.com/mosessapir/status/355977378385776640,2013-07-13,0,,"@iFaridoon,@SrBachchan,@karanjohar",http://t.co/vxJGmqAWeA
srbachchan,Amitabh Bachchan,Highly Influential,"@sanjanamalik1 hate that word that describes our Industry .. its the Indian Film Industry, nothing else ... ",http://twitter.com/srbachchan/status/356488332399738880,2013-07-14,2,,@sanjanamalik1,
mosessapir,Moses Sapir,,Amitji attended the late legend Pran Sikhands' saheb funeral to pay their last respect to the actor @SrBachchan  ,http://twitter.com/mosessapir/status/356111662392160256,2013-07-13,0,,@SrBachchan,http://t.co/57xzkutEYQ
movietalkies,MovieTalkies.com,,@rampalarjun @nickadvani @SrBachchan At The Special Screening of #DDay  @WaitForDDay  ,http://twitter.com/movietalkies/status/358113874769244161,2013-07-18,0,#DDay,"@rampalarjun,@nickadvani,@SrBachchan,@WaitForDDay","http://t.co/tJLKVp7PGd,http://t.co/sjNNzSzhEd"
srbachchan,Amitabh Bachchan,Highly Influential,@Dipal_BigB_Craz jab kabhi bhi aap Mumbai ayein toh mil sakte hain ,http://twitter.com/srbachchan/status/356848988856647680,2013-07-15,2,,@Dipal_BigB_Craz,
mosessapir,Moses Sapir,,@ThisIsIshtar Amitji in ALAAP ..a pic for u as u askd @SrBachchan  ,http://twitter.com/mosessapir/status/356804151704973312,2013-07-15,0,,"@ThisIsIshtar,@SrBachchan",http://t.co/8OEOLbVyF2
srbachchan,Amitabh Bachchan,Highly Influential,@poothegr8 @1mgupta anytime ... love ,http://twitter.com/srbachchan/status/356144731308298240,2013-07-13,2,,"@poothegr8,@1mgupta",
srbachchan,Amitabh Bachchan,Highly Influential,@thesumitgoyal aashirwaad dene layak nahin hoon .. par sneh aur pyaar hamesha ,http://twitter.com/srbachchan/status/356331332684623872,2013-07-14,2,,@thesumitgoyal,
srbachchan,Amitabh Bachchan,Highly Influential,@Irfan241280 love and wishes to you ... may your prayers be fulfilled .. and may this auspicious month of Ramzan bring peace and love to all ,http://twitter.com/srbachchan/status/356331947175317504,2013-07-14,2,,@Irfan241280,
mosessapir,Moses Sapir,,"@SrBachchan Amit ji dher Sara pyar apke liye,, yeh din kab ek bar phir hojayega ,,  ",http://twitter.com/mosessapir/status/356143971292037121,2013-07-13,0,,@SrBachchan,http://t.co/7vluiWAh2r
srbachchan,Amitabh Bachchan,Highly Influential,@imneer @shuklamit @1mgupta neeraj ji ... namaste aur pyaar ,http://twitter.com/srbachchan/status/356139652727570432,2013-07-13,2,,"@imneer,@shuklamit,@1mgupta",
moviezadda,MoviezAdda,,Bollywood celebs at cremation ceremony of Veteran #Actor #Pran -  @SrBachchan @kjohar25 ,http://twitter.com/moviezadda/status/356023268731404288,2013-07-13,0,"#Actor,#Pran","@SrBachchan,@kjohar25",http://t.co/Dv1FzC2RQM
mosessapir,Moses Sapir,,@SrBachchan Amit ji u mean the sons of this stars ? ,http://twitter.com/mosessapir/status/356869348352212992,2013-07-16,4,,@SrBachchan,
srbachchan,Amitabh Bachchan,Highly Influential,@1mgupta @FmXtJasmineJ @poothegr8 not likely ,http://twitter.com/srbachchan/status/356148842753835009,2013-07-13,2,,"@1mgupta,@FmXtJasmineJ,@poothegr8",
mahuja4,MOHIT AHUJA,,Pran Saheb at Amitabh Bachchan's 70th Birthday Party @SrBachchan  ,http://twitter.com/mahuja4/status/356110731407659008,2013-07-13,3,,@SrBachchan,http://t.co/Md4ytrwO1R
srbachchan,Amitabh Bachchan,Highly Influential,@FmXtJasmineJ @poothegr8 @1mgupta who said ... time to keep your own scores ... love ,http://twitter.com/srbachchan/status/356148782603309056,2013-07-13,2,,"@FmXtJasmineJ,@poothegr8,@1mgupta",
sarbjotsinghc,SARBJOT SINGH CHAHAL,,Agneepath @SrBachchan @juniorbachchan  ,http://twitter.com/sarbjotsinghc/status/357528570488299522,2013-07-17,3,,"@SrBachchan,@juniorbachchan",http://t.co/u3svLqjcRI
srbachchan,Amitabh Bachchan,Highly Influential,@thenoblemaster @juniorbachchan @KANKANAC @ANATMAGEN @raj20k ha ha ha ... ,http://twitter.com/srbachchan/status/356495384484388865,2013-07-14,2,,"@thenoblemaster,@juniorbachchan,@KANKANAC,@ANATMAGEN,@raj20k",
mosessapir,Moses Sapir,,@SrBachchan Madhushala is well known amongst poetry lovers  Madhushala - Harivansh rai bachchan original LP cover  ,http://twitter.com/mosessapir/status/357608454589931520,2013-07-17,0,,@SrBachchan,http://t.co/A1YC7nhzEi
kankanac,KANKANA,,@raj20k saarey duniya ka bojh aap uthatey ho @1mgupta @SrBachchan @anamikadubai @iamrikib  ,http://twitter.com/kankanac/status/358295344137773056,2013-07-19,0,,"@raj20k,@1mgupta,@SrBachchan,@anamikadubai,@iamrikib",http://t.co/LYQmgZmQ8d
iam_rsn,raghuveer singh,,"#youtube Manju Warrier is the best: Best wishes from Amitabh @srbachchan, Nagarjuna Akkineni and Shivraj Kumar  ",http://twitter.com/iam_rsn/status/357430707485802496,2013-07-17,4,#youtube,@srbachchan,http://t.co/bm9lW8Ef31
srbachchan,srbachchan,Highly Influential,@MukherjiRatna @Jaishree_EF @Rubina_BigB_EF @FmXtJasmineJ @poothegr8 @kalpanakakade @ankurchuriwal @brisha_15 @imneer @shals15 love to all ,http://twitter.com/srbachchan/status/358294471617687552,2013-07-19,2,,"@MukherjiRatna,@Jaishree_EF,@Rubina_BigB_EF,@FmXtJasmineJ,@poothegr8,@kalpanakakade,@ankurchuriwal,@brisha_15,@imneer,@shals15",
sarbjotsinghc,SARBJOT SINGH CHAHAL,,25th Filmfare Awards Amitabh Bachchan ji and Shabana Azmi ji at the 25th Filmfare Awards @SrBachchan @AzmiShabana  ,http://twitter.com/sarbjotsinghc/status/357892517268033537,2013-07-18,3,,"@SrBachchan,@AzmiShabana",http://t.co/0w17VtQRRT
srbachchan,srbachchan,Highly Influential,@MukherjiRatna grateful ... ,http://twitter.com/srbachchan/status/357610691978477569,2013-07-17,3,,@MukherjiRatna,
srbachchan,srbachchan,Highly Influential,@tunai_debaleena {}{}{}{}{}{}{}{}{}{ tight one ,http://twitter.com/srbachchan/status/357608293964849153,2013-07-17,3,,@tunai_debaleena,
srbachchan,srbachchan,Highly Influential,@m_alauddin ji ban gaya ,http://twitter.com/srbachchan/status/358291010490597376,2013-07-19,3,,@m_alauddin,
srbachchan,srbachchan,Highly Influential,@yasmeenhussain7 Bhootnath 2 ,http://twitter.com/srbachchan/status/358287435270066176,2013-07-19,3,,@yasmeenhussain7,
srbachchan,srbachchan,Highly Influential,@ClaudiaSRKians @juniorbachchan ok good ... ,http://twitter.com/srbachchan/status/357608450647269377,2013-07-17,3,,"@ClaudiaSRKians,@juniorbachchan",
integrated_me,Algebraic Expression,,"Our Mr @SrBachchan is most high profile person in film industry & still he mostly uses ""shuddh Hindi"" whether interview,ads, KBC #respect ",http://twitter.com/integrated_me/status/358321142806757376,2013-07-19,3,#respect,@SrBachchan,
srbachchan,srbachchan,Highly Influential,@tunai_debaleena thank you it is beautiful ,http://twitter.com/srbachchan/status/357603124506136576,2013-07-17,3,,@tunai_debaleena,
srbachchan,Amitabh Bachchan,Highly Influential,@tunai_debaleena thank you it is beautiful ,http://twitter.com/srbachchan/status/357603124506136576,2013-07-17,3,,@tunai_debaleena,
srbachchan,Amitabh Bachchan,Highly Influential,@shuklamit yes i did ... thank you ,http://twitter.com/srbachchan/status/358292900523687936,2013-07-19,3,,@shuklamit,
srbachchan,Amitabh Bachchan,Highly Influential,@SRKajol_96 many thanks ... love to you ,http://twitter.com/srbachchan/status/357609049560322048,2013-07-17,3,,@SRKajol_96,
srbachchan,Amitabh Bachchan,Highly Influential,@1mgupta kiya toh reply aapko ... tab nahin to ab sahi ,http://twitter.com/srbachchan/status/357615063634415616,2013-07-17,3,,@1mgupta,
srbachchan,Amitabh Bachchan,Highly Influential,@Irfan241280 wish him a very happy birthday ,http://twitter.com/srbachchan/status/357967990450438144,2013-07-18,3,,@Irfan241280,
srbachchan,Amitabh Bachchan,Highly Influential,@1stCoCoDivine Sandra ... many happy returns for today ... love ,http://twitter.com/srbachchan/status/357601878940463107,2013-07-17,3,,@1stCoCoDivine,
srbachchan,Amitabh Bachchan,Highly Influential,@NarvijayYadav thank you ... yes working on diabetes and hepatitis prevention ... ,http://twitter.com/srbachchan/status/357602667796762624,2013-07-17,3,,@NarvijayYadav,
srbachchan,Amitabh Bachchan,Highly Influential,@ShahiDilara @_nurshah_ love to you ... ,http://twitter.com/srbachchan/status/357608596789411841,2013-07-17,3,,"@ShahiDilara,@_nurshah_",
srbachchan,Amitabh Bachchan,Highly Influential,@1mgupta aap sab mujhe 100% dete ho .. main toh kuch bhi nahin de paata .. ,http://twitter.com/srbachchan/status/356848653517860864,2013-07-15,3,,@1mgupta,
srbachchan,Amitabh Bachchan,Highly Influential,@DrSYQuraishi @rachitspeaks @sudhirtailang it was its founding father .. ,http://twitter.com/srbachchan/status/356848867414781953,2013-07-15,3,,"@DrSYQuraishi,@rachitspeaks,@sudhirtailang",
srbachchan,Amitabh Bachchan,Highly Influential,@ilanasegev35 yes yes yes ... Nostalgia and 'mile jo kadi kadi ..' thank you its beautiful .. ,http://twitter.com/srbachchan/status/356847687745810433,2013-07-15,3,,@ilanasegev35,
sarbjotsinghc,SARBJOT SINGH CHAHAL,,"Be it Deewar, Trishul or Kabhi Kabhie, the Amitabh Bachchan-Shashi Kapoor jodi never failed to click. @SrBachchan  ",http://twitter.com/sarbjotsinghc/status/356804883858456578,2013-07-15,3,,@SrBachchan,http://t.co/FeGQiokHqB
srbachchan,Amitabh Bachchan,Highly Influential,@NaamHaiBoss ji aa gaya ... superstar mein mai believe nahin karta ... achcha insaan ban jaun toh sahi ,http://twitter.com/srbachchan/status/356491090775392256,2013-07-14,3,,@NaamHaiBoss,
srbachchan,Amitabh Bachchan,Highly Influential,@MosesSapir @ilanasegev35 @Anthony_Goveas moses how do you get all the rarest of pictures ...??? ,http://twitter.com/srbachchan/status/356147434654679040,2013-07-13,3,,"@MosesSapir,@ilanasegev35,@Anthony_Goveas",
srbachchan,Amitabh Bachchan,Highly Influential,@satyampathak @akhileshsony @lyricistmeenu bade dino baad dikhai diye is platform pe ... blog mein to hain hi ,http://twitter.com/srbachchan/status/358292830688522241,2013-07-19,3,,"@satyampathak,@akhileshsony,@lyricistmeenu",
srbachchan,Amitabh Bachchan,Highly Influential,"T 1170 -  .. my grandfather Sardar Khazan Singh Suri, my Mother, right, my Aunt Gobind masiji, and their English nanny ",http://twitter.com/srbachchan/status/356840797351587841,2013-07-15,193,,,
yupendra_singh,Yupendra singh,,"@SrBachchan @RakeyshOmMehra  bacchan sahab,, hindi bhi ek bhasa hai.... ",http://twitter.com/yupendra_singh/status/357889829465362432,2013-07-18,3,,"@SrBachchan,@RakeyshOmMehra",
caltrain_tales,Caltrain Tales,,Early morning darshan of @SrBachchan at San Francisco @caltrain station makes my day:-)  ,http://twitter.com/caltrain_tales/status/358473935500746753,2013-07-20,4,,"@SrBachchan,@caltrain",http://t.co/10yrr3vRXr
srbachchan,Amitabh Bachchan,Highly Influential,"@HebaAmitabh why ?? love to you ,.. ",http://twitter.com/srbachchan/status/357614674231050241,2013-07-17,4,,@HebaAmitabh,
srbachchan,Amitabh Bachchan,Highly Influential,@mon2u abhi abhi ... thank you ,http://twitter.com/srbachchan/status/356495474930360323,2013-07-14,4,,@mon2u,
sonamkapoorfc,Sonam-Kapoor.Net,Influential,With @SrBachchan praising @BMBThefilm music might like to read Ehsaan about the music  & review  ,http://twitter.com/sonamkapoorfc/status/357890425253675008,2013-07-18,36,,"@SrBachchan,@BMBThefilm","http://t.co/f4p1YxKDkv,http://t.co/6bEVbvOJVL"
srbachchan,Amitabh Bachchan,Highly Influential,@sanjanamalik1 @karanjohar i hope and pray he gets well soon ... love to him ,http://twitter.com/srbachchan/status/356147590909263872,2013-07-13,4,,"@sanjanamalik1,@karanjohar",
vidyuraman,Vidyu (Vidyullekha),,"“@SrBachchan: T 1170 -""Talent is God given. Be humble. Fame is man-given. Be grateful. Conceit is self-given. Be careful."" Amen!! ",http://twitter.com/vidyuraman/status/357037311910883332,2013-07-16,3,,,
srbachchan,Amitabh Bachchan,Highly Influential,@MosesSapir @nasimash_ashir @ilanasegev35 yes she was Teji Kaur Suri ... maiden name .. my grandfather Khazan Singh Suri ,http://twitter.com/srbachchan/status/356494133608714240,2013-07-14,4,,"@MosesSapir,@nasimash_ashir,@ilanasegev35",
srbachchan,Amitabh Bachchan,Highly Influential,@LUVBACHCHAN @1mgupta @poothegr8 all good wishes ... and for the entire month of Ramadan/Ramzan ,http://twitter.com/srbachchan/status/356147994472611840,2013-07-13,4,,"@LUVBACHCHAN,@1mgupta,@poothegr8",
abhisar_sharma,Abhisar Sharma,,""" क्या करूँ मौसी , मेरा तो दिल ही कुछ ऐसा है "" @SrBachchan ",http://twitter.com/abhisar_sharma/status/357824765731422210,2013-07-18,3,,@SrBachchan,
srbachchan,Amitabh Bachchan,Highly Influential,@BeingSamratKhan good evening .. ,http://twitter.com/srbachchan/status/357604991323746304,2013-07-17,5,,@BeingSamratKhan,
srbachchan,Amitabh Bachchan,Highly Influential,@wise_cracking @NiTiSHmurthy the frequency of the refurbishment of the interaction is juxtapositioned by the haemoglobin in the atmosphere ,http://twitter.com/srbachchan/status/356485251133997057,2013-07-14,5,,"@wise_cracking,@NiTiSHmurthy",
vsark,Aviansh VSARK Kapoor,," @SrBachchan Amit ji u knw that Late David ji ( He Acted with u in Abhimaan) he was a Jew, I read a lot on him ",http://twitter.com/vsark/status/356858887762227200,2013-07-15,9,,@SrBachchan,
raj20k,Rajesh Kejriwal,,"@SrBachchan Sir, did you see this screenshot I captured last week: 5,555,555 followers on Twitter!! ",http://twitter.com/raj20k/status/356493459969937408,2013-07-14,7,,@SrBachchan,
vsark,Aviansh VSARK Kapoor,," @SrBachchan Amit ji u knw that Late David ji ( He Acted with u in Abhimaan) he was a Jew, I read a lot on him ",http://twitter.com/vsark/status/356858887762227200,2013-07-15,9,,@SrBachchan,
raj20k,Rajesh Kejriwal,,"@SrBachchan Sir, did you see this screenshot I captured last week: 5,555,555 followers on Twitter!! ",http://twitter.com/raj20k/status/356493459969937408,2013-07-14,7,,@SrBachchan,
